file_name,VirtualProtectEx,HttpSendRequestW,NtFreeVirtualMemory,CreateThread,LdrLoadDll,SetEndOfFile,UuidCreate,SetFilePointer,NtProtectVirtualMemory,CryptAcquireContextW,MessageBoxTimeoutW,NtWriteVirtualMemory,CreateDirectoryW,NtCreateKey,WriteProcessMemory,LdrUnloadDll,ReadProcessMemory,NtSetInformationFile,NtTerminateProcess,NtWriteFile,VirtualFreeEx,NtSetContextThread,CoInitializeSecurity,NtResumeThread,InternetCloseHandle,NtClose,NtReadVirtualMemory,LookupPrivilegeValueW,GetDiskFreeSpaceExW,OpenServiceA,NtOpenKey,GetSystemTimeAsFileTime,NtDelayExecution,GetVolumePathNameW,NtQueryValueKey,FindResourceExA,GetFileAttributesW,FindResourceExW,NtGetContextThread,GetCursorPos,NtOpenDirectoryObject,getaddrinfo,NtReadFile,SearchPathW,GetSystemMetrics,GetSystemDirectory,label,source
utility_13.exe,10,26,7,27,27,24,33,8,26,1,20,39,16,1,27,11,29,28,4,70,1,20,26,10,31,6,37,27,18,7,31,44,44,24,7,48,30,49,15,15,42,36,64,38,37,42,0,Utility
cerber_10.exe,67,96,11,50,72,73,45,81,159,191,65,26,86,60,91,29,21,90,95,440,23,52,95,56,54,88,27,20,14,29,9,23,27,25,17,7,19,5,4,27,7,22,14,29,17,6,1,Cerber
locky_112.exe,90,43,15,42,95,70,10,302,74,162,13,245,70,55,89,33,57,48,53,73,22,75,37,35,33,67,19,9,26,26,14,8,30,17,30,25,1,26,8,4,1,22,18,4,12,30,1,Locky
office_59.exe,17,4,31,28,4,34,10,36,0,2,5,4,20,30,0,32,10,21,21,46,32,33,19,12,21,5,42,45,39,10,22,13,48,46,5,15,19,23,39,46,24,12,32,33,18,33,0,Office
office_83.exe,38,27,22,23,33,38,32,11,21,2,20,33,0,12,2,40,9,25,29,16,2,13,26,25,39,36,27,18,48,48,33,39,43,20,22,27,26,30,17,48,14,49,26,5,30,36,0,Office
teslacrypt_70.exe,24,26,54,100,23,148,98,22,94,146,74,59,83,187,147,71,74,24,98,68,23,48,26,87,38,52,8,18,20,21,21,27,7,11,18,14,3,15,30,22,20,24,30,28,5,6,1,TeslaCrypt
game_67.exe,37,17,38,35,6,38,11,16,29,3,35,9,25,13,2,30,3,6,19,18,24,22,33,5,30,33,30,29,12,32,19,40,37,48,8,47,39,25,44,43,33,6,10,7,35,43,0,Game
game_0.exe,33,31,0,28,2,33,28,11,10,0,6,18,7,39,11,23,18,36,20,44,36,35,2,34,13,27,8,24,6,15,16,29,47,41,15,9,44,50,7,47,24,22,60,33,15,43,0,Game
office_99.exe,39,13,0,36,24,37,18,2,0,0,22,27,40,7,36,15,9,11,38,18,37,33,3,23,19,14,38,34,5,11,21,11,7,49,39,32,14,14,38,6,7,36,58,38,37,42,0,Office
game_49.exe,31,20,20,17,37,10,21,21,15,5,6,20,15,20,6,9,19,30,17,70,32,1,25,18,20,32,40,24,5,7,21,44,11,27,17,34,18,48,10,19,16,42,11,27,40,13,0,Game
cerber_15.exe,53,86,71,15,59,97,98,18,188,246,40,86,35,26,22,97,74,85,91,308,38,49,89,55,15,60,29,23,9,16,19,17,10,30,1,14,13,7,28,11,11,5,17,26,16,10,1,Cerber
system_95.exe,12,33,27,7,37,22,0,24,31,5,35,26,3,40,28,20,27,35,8,51,22,6,21,5,25,26,31,15,20,23,38,22,6,30,26,33,12,15,12,30,15,41,49,39,38,39,0,System
office_29.exe,35,32,3,12,37,0,9,27,35,5,3,32,27,29,18,20,10,13,21,17,15,28,40,39,4,1,45,35,36,49,10,16,18,49,35,11,32,26,50,27,19,15,53,18,50,31,0,Office
wannacry_55.exe,90,50,53,95,71,15,19,80,100,175,40,15,11,16,196,54,27,58,32,200,86,18,10,44,44,34,28,8,11,2,10,29,24,7,9,9,10,22,4,1,21,29,15,23,30,6,1,WannaCry
wannacry_120.exe,99,10,22,144,66,56,70,99,79,169,20,66,40,10,165,33,66,96,98,270,92,23,50,98,98,57,13,7,2,3,7,25,9,6,29,22,8,19,28,28,7,28,17,7,14,29,1,WannaCry
locky_90.exe,70,12,62,37,33,54,67,309,27,159,97,153,78,69,34,29,47,22,51,29,18,92,34,83,27,32,20,3,25,19,10,25,15,16,30,8,17,1,5,10,6,18,7,19,11,3,1,Locky
wannacry_25.exe,84,62,50,112,85,24,50,65,78,122,60,68,45,75,159,63,25,70,100,579,86,35,21,61,16,54,22,14,14,30,9,19,7,9,4,15,30,13,26,18,27,25,20,21,9,1,1,WannaCry
wannacry_72.exe,90,90,14,144,98,71,23,23,76,167,47,72,34,96,248,95,15,72,32,338,86,98,40,97,73,16,19,23,16,5,13,7,5,13,12,23,29,11,13,1,10,6,27,13,3,18,1,WannaCry
wannacry_44.exe,32,46,54,92,83,59,33,11,50,114,49,37,37,17,319,55,90,71,36,296,91,23,17,35,96,95,20,5,1,19,7,24,7,1,8,30,4,8,28,30,7,14,6,6,8,8,1,WannaCry
locky_122.exe,95,100,40,35,43,53,24,228,54,157,11,160,30,96,37,65,58,87,70,14,81,20,43,32,85,28,1,16,3,22,21,10,26,8,17,12,2,15,5,4,26,4,19,12,20,26,1,Locky
utility_21.exe,30,15,13,13,37,40,2,6,33,3,13,11,39,23,35,11,16,28,39,11,36,27,8,24,24,18,12,25,48,32,7,32,42,48,41,25,43,17,41,46,14,49,73,46,49,10,0,Utility
cerber_31.exe,38,117,54,79,50,46,11,69,145,112,71,28,18,59,99,45,49,74,57,227,45,56,26,30,72,63,1,18,17,26,24,3,12,21,29,19,9,28,28,24,14,25,19,1,28,18,1,Cerber
game_93.exe,20,31,36,34,13,0,26,17,23,3,14,30,33,5,7,17,25,35,17,23,0,21,14,26,36,0,33,33,12,46,23,23,7,26,44,30,11,11,35,34,20,33,47,49,31,19,0,Game
system_14.exe,6,40,3,21,16,37,19,15,13,4,17,9,0,2,13,6,16,38,10,64,40,29,37,1,40,28,40,39,35,23,42,6,23,12,29,45,7,26,16,17,29,44,54,6,19,44,0,System
game_10.exe,10,19,12,24,35,6,39,39,17,5,20,35,34,6,11,35,33,3,40,57,27,29,20,15,31,35,32,33,33,26,47,16,32,20,6,20,23,42,20,24,14,41,74,10,23,30,0,Game
locky_119.exe,82,12,87,36,10,100,25,133,37,120,91,204,81,61,89,66,43,67,10,35,29,23,61,19,72,95,25,24,17,13,6,18,26,7,9,22,12,27,15,12,14,25,25,10,5,22,1,Locky
game_22.exe,10,33,39,11,18,12,16,5,16,3,9,8,38,10,23,27,40,5,22,52,1,33,14,8,0,40,14,26,45,11,41,12,17,20,50,43,30,15,19,11,6,33,65,16,25,41,0,Game
cerber_71.exe,47,86,36,64,16,57,59,82,120,148,23,13,94,37,24,65,43,33,14,433,85,17,79,57,99,83,8,19,9,26,5,23,17,7,6,20,21,29,10,8,14,11,17,3,7,20,1,Cerber
browser_43.exe,36,36,33,1,33,16,33,19,6,2,18,10,3,30,23,26,12,24,16,76,6,19,26,21,29,10,13,48,37,5,30,22,44,5,34,15,23,23,16,30,11,10,57,35,22,44,0,Browser
locky_33.exe,176,63,70,68,27,20,55,332,23,141,48,142,48,65,56,29,62,66,77,100,10,89,70,88,97,10,30,26,13,16,4,27,16,28,11,28,26,13,12,24,26,8,21,23,30,10,1,Locky
system_77.exe,30,36,6,34,19,14,21,32,24,3,16,39,33,8,18,17,28,7,25,76,6,31,30,2,9,7,29,48,34,27,20,22,31,39,9,39,41,14,9,37,11,39,34,9,16,20,0,System
teslacrypt_54.exe,66,49,55,80,46,161,78,44,77,160,71,61,64,163,258,39,59,66,24,80,63,78,78,59,24,36,30,18,16,15,19,21,12,19,3,20,9,9,28,14,29,23,6,9,16,30,1,TeslaCrypt
system_41.exe,6,33,12,0,19,29,16,35,14,1,29,20,9,4,24,27,22,33,30,56,0,23,12,29,1,39,41,8,48,15,24,40,23,49,18,18,15,24,41,11,5,43,43,37,31,14,0,System
teslacrypt_87.exe,89,46,11,32,54,250,98,62,69,303,39,37,98,207,247,67,25,49,85,49,89,51,94,84,75,24,8,22,4,22,19,27,5,4,25,18,23,29,8,28,17,10,15,23,8,29,1,TeslaCrypt
cerber_59.exe,73,92,62,89,23,23,29,58,158,269,62,13,29,21,52,69,56,46,45,323,15,62,27,72,78,44,1,12,9,19,3,22,27,23,23,18,8,25,22,27,1,6,7,5,27,25,1,Cerber
browser_97.exe,23,6,2,3,31,37,1,24,26,1,17,36,7,7,2,28,30,9,36,41,29,40,23,18,3,40,37,50,21,15,10,20,26,39,6,42,36,28,8,28,46,36,62,38,30,10,0,Browser
wannacry_60.exe,59,17,15,94,70,16,56,77,99,163,20,33,65,52,185,30,10,96,49,205,46,65,89,86,23,93,4,29,26,18,26,13,24,9,25,22,21,21,8,11,23,17,18,5,23,28,1,WannaCry
game_84.exe,3,30,4,14,15,38,15,7,35,0,18,14,10,22,3,34,34,36,18,64,5,1,18,17,12,32,21,35,34,43,31,35,20,30,39,31,12,5,6,38,45,32,27,42,6,36,0,Game
office_95.exe,18,31,10,14,27,33,16,18,31,1,23,15,10,39,29,5,20,34,21,11,18,18,11,14,27,24,20,43,26,21,29,42,39,37,25,26,5,50,9,14,50,34,18,35,48,43,0,Office
utility_67.exe,26,31,0,21,3,29,18,21,37,2,29,36,29,10,12,3,14,36,27,36,40,11,5,33,40,27,25,23,12,16,6,39,13,45,17,8,8,35,36,10,14,13,51,34,37,27,0,Utility
browser_49.exe,9,8,17,15,20,25,7,34,36,4,1,3,25,9,13,1,26,4,13,73,22,23,21,16,36,20,45,18,26,28,29,36,41,20,28,19,22,15,38,16,19,16,15,49,12,6,0,Browser
browser_50.exe,3,27,1,4,29,0,39,3,6,2,13,20,16,11,25,37,17,2,17,66,12,37,32,16,6,17,24,24,10,7,31,40,8,22,28,14,32,23,8,29,38,8,18,6,19,38,0,Browser
game_65.exe,34,24,14,9,38,16,13,8,40,3,39,26,16,5,37,36,27,7,5,59,22,9,2,24,32,7,17,43,49,24,11,15,32,50,32,20,7,26,28,26,37,8,61,50,12,46,0,Game
browser_68.exe,29,11,0,34,33,40,10,39,6,3,30,28,9,14,16,36,28,34,36,33,1,20,14,10,30,21,18,32,26,37,17,29,9,24,15,17,29,22,28,38,41,17,54,16,10,5,0,Browser
cerber_48.exe,38,51,90,83,64,12,80,12,188,240,33,65,13,36,61,46,60,33,20,437,49,61,76,97,62,15,5,11,22,21,16,29,17,15,21,22,8,2,17,10,2,11,24,28,26,10,1,Cerber
browser_89.exe,15,18,0,22,37,36,30,9,36,2,0,16,17,34,8,15,3,10,40,34,14,12,33,6,0,12,43,15,26,31,33,6,14,35,33,47,44,31,21,35,21,33,66,21,37,31,0,Browser
cerber_64.exe,10,116,19,54,29,25,59,64,132,165,69,40,31,16,70,53,43,46,60,187,26,66,85,57,57,98,17,19,24,26,3,10,13,16,24,29,24,21,28,20,4,24,22,28,24,2,1,Cerber
cerber_60.exe,41,116,28,40,86,21,93,91,159,103,90,31,78,47,97,72,12,33,79,201,87,50,97,34,29,63,28,13,5,27,20,28,17,6,15,15,28,17,10,8,27,10,26,28,9,12,1,Cerber
cerber_111.exe,48,89,47,59,34,12,61,80,167,126,72,55,18,77,15,14,83,51,69,468,47,55,41,39,88,51,26,17,10,7,21,13,27,3,27,11,20,1,21,2,30,17,13,22,19,16,1,Cerber
teslacrypt_104.exe,54,19,52,64,55,159,14,17,70,129,90,15,89,184,287,26,13,34,76,94,82,33,20,75,56,73,28,4,25,9,8,22,19,17,15,1,3,4,13,17,4,29,13,28,21,10,1,TeslaCrypt
wannacry_110.exe,70,51,36,127,49,95,26,100,90,234,36,41,10,71,341,87,49,23,56,455,14,90,54,75,63,49,21,25,30,21,25,25,1,19,28,27,24,18,10,16,23,23,4,1,2,23,1,WannaCry
system_89.exe,13,29,12,22,27,0,34,26,38,5,30,24,23,9,28,38,20,9,29,65,36,27,24,19,33,1,18,18,15,5,26,5,49,6,33,15,16,47,44,42,8,26,66,35,47,50,0,System
teslacrypt_111.exe,47,44,74,36,12,148,38,22,51,193,88,39,15,146,266,54,76,80,89,87,91,74,18,86,60,44,24,15,5,9,25,4,23,12,21,3,17,22,8,30,8,7,28,15,28,20,1,TeslaCrypt
cerber_113.exe,70,60,42,29,56,98,81,56,92,161,41,19,86,96,71,52,55,18,21,260,42,86,92,32,14,26,22,2,15,1,19,7,8,2,6,18,15,10,8,14,21,16,12,27,13,25,1,Cerber
cerber_4.exe,37,85,76,86,58,69,77,30,141,156,83,39,58,27,85,79,63,100,62,453,32,56,70,28,32,85,13,12,26,9,2,2,9,14,12,14,13,28,8,6,12,5,14,10,6,5,1,Cerber
cerber_9.exe,15,49,81,80,67,32,100,38,83,187,46,78,79,76,99,81,45,14,90,276,51,20,45,75,80,78,21,7,18,8,25,1,5,4,6,24,15,17,11,19,12,18,21,26,8,27,1,Cerber
game_2.exe,38,37,38,23,35,32,32,13,31,2,15,18,8,26,18,27,7,6,29,33,7,36,0,20,19,17,31,39,25,21,36,15,43,35,22,26,36,47,47,36,28,19,62,14,37,12,0,Game
browser_77.exe,2,35,13,9,12,22,30,2,11,5,4,28,1,23,16,2,36,27,23,17,6,15,23,22,16,34,12,47,32,26,45,20,5,22,44,8,7,19,36,42,30,46,34,30,41,17,0,Browser
teslacrypt_119.exe,26,89,77,46,33,125,71,74,77,172,46,64,49,220,365,11,41,79,31,97,53,78,45,12,18,67,2,13,6,30,17,20,19,14,25,18,29,19,27,2,3,7,12,22,11,10,1,TeslaCrypt
browser_70.exe,4,22,1,10,13,6,25,18,19,2,38,33,34,23,31,21,11,5,17,27,25,38,1,3,13,37,17,44,32,23,33,6,5,31,7,22,11,18,36,48,45,43,20,32,26,11,0,Browser
teslacrypt_2.exe,33,20,62,63,49,169,85,59,34,222,91,19,28,107,185,20,30,33,32,11,63,47,36,87,67,59,10,9,13,18,4,22,4,21,8,6,29,9,10,12,2,29,4,10,5,28,1,TeslaCrypt
office_26.exe,10,2,33,18,0,34,7,40,30,3,19,0,2,23,10,15,17,4,0,62,3,39,37,32,2,29,49,13,40,7,37,28,39,38,44,44,31,19,22,6,16,42,12,13,46,46,0,Office
game_45.exe,22,28,18,15,20,23,8,10,21,4,1,33,4,12,12,20,25,9,8,61,17,5,13,1,30,28,36,31,17,9,33,13,39,14,38,17,33,45,8,42,41,38,16,12,34,15,0,Game
locky_12.exe,76,97,37,58,44,26,50,305,64,228,59,154,34,62,24,23,49,48,60,47,41,95,16,70,82,30,9,20,23,8,21,11,11,24,11,16,25,27,4,19,5,30,13,4,24,24,1,Locky
cerber_105.exe,69,51,79,49,61,65,25,30,76,187,42,16,80,87,72,17,88,87,25,456,73,23,87,67,40,79,24,2,26,29,6,12,18,6,11,14,9,2,4,15,5,10,12,28,27,14,1,Cerber
cerber_115.exe,25,78,14,46,65,24,86,56,73,167,75,40,67,95,64,13,86,95,60,434,40,54,37,40,57,46,1,29,10,3,19,20,22,20,18,18,9,30,1,21,26,20,26,2,17,10,1,Cerber
system_42.exe,40,31,14,38,36,28,11,4,27,0,24,16,2,23,9,21,23,20,20,45,24,33,35,15,25,5,24,14,39,37,12,46,20,35,15,43,44,46,50,31,50,30,39,15,47,16,0,System
utility_49.exe,21,37,29,6,30,15,24,9,8,0,5,31,38,20,25,38,36,16,32,23,1,40,20,24,26,36,12,45,35,31,33,17,49,10,22,21,38,42,38,6,26,27,38,10,5,50,0,Utility
system_48.exe,11,19,5,40,1,14,31,30,35,1,32,20,33,2,13,11,0,32,34,31,40,7,1,3,16,14,40,43,16,39,39,47,33,39,49,35,18,19,16,40,32,35,19,30,25,15,0,System
game_29.exe,38,6,14,16,25,25,27,26,0,2,26,1,4,19,29,28,31,3,1,68,9,10,34,8,4,34,24,41,20,40,24,38,49,9,21,17,33,38,46,44,27,47,37,21,44,36,0,Game
browser_56.exe,21,5,38,35,37,37,25,11,5,2,18,14,35,17,29,2,13,10,31,17,22,32,3,34,24,25,34,41,5,21,40,50,6,8,41,50,23,31,7,38,49,5,12,46,31,7,0,Browser
locky_74.exe,176,10,87,64,85,56,24,235,56,236,46,235,74,39,66,17,81,14,28,72,28,21,48,76,40,46,24,3,30,21,1,26,20,6,3,23,28,22,28,11,14,11,14,27,9,11,1,Locky
locky_88.exe,141,76,18,74,44,88,35,329,18,225,40,260,25,83,52,17,56,46,75,95,13,49,52,96,73,98,10,15,8,14,22,28,20,24,2,29,21,30,6,25,4,4,28,21,24,18,1,Locky
teslacrypt_33.exe,48,64,47,88,47,117,70,95,19,219,64,66,85,168,186,31,38,76,36,73,42,84,64,91,18,11,23,10,3,18,24,20,18,3,6,15,16,14,16,9,12,8,23,17,5,21,1,TeslaCrypt
cerber_82.exe,45,118,63,86,72,87,52,91,84,274,22,45,70,37,61,35,64,20,55,397,39,94,30,53,14,54,1,8,5,8,14,21,8,11,17,25,29,1,10,26,22,14,10,24,6,14,1,Cerber
locky_83.exe,95,59,60,84,66,96,25,319,60,236,19,257,81,88,60,44,10,12,54,72,96,68,29,31,13,84,19,29,14,27,19,20,10,12,20,23,8,27,26,17,8,26,17,15,17,11,1,Locky
browser_13.exe,39,13,38,3,31,11,14,10,7,1,14,33,11,18,25,12,24,36,25,27,0,14,5,24,22,37,8,21,27,50,25,26,21,28,40,21,49,13,25,39,26,6,42,13,39,18,0,Browser
wannacry_78.exe,48,65,65,97,44,69,99,90,26,112,10,27,57,85,196,51,40,27,38,234,51,98,15,88,54,71,1,7,15,14,21,30,2,3,2,8,15,28,9,1,28,6,24,4,1,29,1,WannaCry
wannacry_29.exe,93,90,96,64,97,12,56,91,59,250,79,45,82,97,184,51,48,61,19,360,61,95,84,86,86,28,7,6,11,14,21,1,15,29,24,12,10,9,5,25,11,10,4,16,11,10,1,WannaCry
office_35.exe,34,12,15,19,19,9,20,3,39,0,0,22,11,25,20,26,6,2,28,12,18,29,34,7,34,30,23,10,37,43,27,10,20,39,38,30,29,15,38,45,41,29,71,47,17,34,0,Office
browser_95.exe,3,37,14,21,17,23,14,1,36,1,0,25,1,28,40,5,30,23,25,13,40,23,24,15,2,5,24,6,48,5,36,40,43,27,22,13,30,17,30,25,16,13,11,17,26,30,0,Browser
office_57.exe,24,30,10,28,0,7,15,3,39,4,9,2,17,8,17,9,39,18,32,56,4,20,24,36,1,18,14,31,29,48,6,39,17,31,29,40,31,33,29,33,8,11,11,40,48,8,0,Office
game_36.exe,24,31,8,5,16,29,38,8,19,0,25,38,35,38,38,21,5,40,1,13,18,0,0,12,14,28,9,31,50,36,8,8,24,10,5,7,11,24,7,29,20,40,70,47,38,14,0,Game
office_96.exe,7,11,7,32,3,0,9,17,30,4,16,34,0,25,14,1,13,11,12,35,30,34,21,22,28,16,9,50,38,26,49,15,45,19,18,33,44,39,38,43,24,13,52,34,24,17,0,Office
locky_40.exe,139,21,23,21,82,37,28,131,36,223,93,206,59,43,32,47,12,53,34,99,58,10,88,15,59,34,4,24,6,12,9,13,16,4,27,3,12,24,10,11,4,13,8,20,7,5,1,Locky
system_18.exe,35,12,18,0,24,6,31,9,9,3,9,25,6,34,36,1,0,27,32,59,2,30,2,18,4,22,17,42,16,50,50,40,23,38,38,40,36,36,15,28,44,36,64,9,40,30,0,System
teslacrypt_120.exe,42,70,16,23,14,215,30,20,25,215,86,85,65,120,366,85,48,24,39,48,28,73,51,84,18,38,1,5,7,15,10,16,6,23,8,16,3,7,10,27,22,28,1,28,16,27,1,TeslaCrypt
game_24.exe,1,4,29,11,31,11,34,33,27,3,18,16,21,32,4,37,9,36,29,18,25,28,26,6,16,29,20,45,14,19,43,10,34,19,5,13,13,22,30,15,47,47,70,5,17,37,0,Game
wannacry_65.exe,55,25,48,93,31,73,93,48,59,126,17,35,17,88,178,15,82,62,39,421,29,32,38,61,88,19,27,12,8,5,18,27,2,23,6,5,7,22,18,6,13,19,9,13,30,19,1,WannaCry
locky_16.exe,160,72,21,56,15,31,87,272,10,157,62,130,39,46,41,94,63,29,24,92,79,47,12,33,27,56,9,23,21,26,13,27,24,17,16,25,23,6,17,1,29,28,28,25,30,2,1,Locky
system_25.exe,29,20,39,15,36,20,37,9,7,0,27,11,20,9,9,19,13,20,7,57,36,8,0,29,29,31,12,11,49,46,23,48,45,27,34,16,32,13,33,19,50,14,22,49,25,26,0,System
game_27.exe,3,39,20,14,4,2,38,38,20,5,9,7,33,18,31,1,16,28,23,38,9,25,32,27,13,13,27,14,6,23,50,41,9,31,29,10,39,35,11,27,32,19,29,45,21,50,0,Game
browser_55.exe,26,39,19,17,34,22,31,7,18,1,31,38,34,28,4,38,4,10,26,39,6,19,9,38,2,26,41,26,33,34,17,21,14,8,14,45,29,26,23,39,11,15,12,7,41,43,0,Browser
cerber_81.exe,30,51,59,92,42,36,51,22,182,127,50,88,89,68,63,99,40,84,21,285,52,46,89,73,84,94,11,7,6,11,12,29,9,29,17,18,15,8,12,7,12,29,12,10,6,12,1,Cerber
browser_64.exe,16,18,5,12,21,28,5,3,0,1,2,11,20,11,10,31,15,30,31,64,28,9,37,28,16,32,38,26,9,35,13,46,19,26,33,48,20,22,34,48,36,18,10,50,11,17,0,Browser
locky_124.exe,85,70,15,39,78,49,89,133,51,206,37,224,39,62,27,42,86,73,10,87,33,87,84,87,19,88,25,19,1,6,13,23,29,22,8,4,4,25,22,27,20,20,22,29,25,11,1,Locky
system_7.exe,3,20,38,5,30,26,34,5,11,1,36,14,38,5,7,35,40,36,23,28,34,9,6,13,34,7,28,43,44,19,39,30,31,30,33,43,38,9,29,20,5,46,34,43,33,35,0,System
utility_8.exe,30,40,37,22,8,21,15,2,3,5,35,7,23,27,39,2,7,1,35,49,8,33,27,28,40,18,9,11,45,44,15,50,22,28,34,23,18,12,27,11,20,22,54,41,20,31,0,Utility
cerber_55.exe,86,82,93,34,37,67,91,75,131,157,26,45,69,75,37,93,69,100,66,251,78,88,72,67,29,87,25,22,28,4,19,15,29,5,1,29,9,26,24,16,15,30,18,16,15,9,1,Cerber
utility_34.exe,11,0,37,36,14,32,28,34,16,1,8,31,21,15,4,13,10,0,13,14,17,1,20,5,6,10,19,26,14,28,14,21,33,44,42,25,7,27,50,18,45,38,10,19,19,45,0,Utility
system_75.exe,36,30,3,5,1,20,12,14,34,2,33,30,34,9,2,20,18,33,11,10,34,38,2,14,39,19,33,19,46,32,45,22,29,37,5,23,38,29,17,10,33,10,73,18,40,34,0,System
wannacry_49.exe,59,58,81,70,60,59,58,80,11,119,60,41,80,48,244,24,55,52,53,472,77,88,86,40,12,22,4,8,15,10,8,18,28,15,2,23,25,23,14,14,7,29,5,12,10,21,1,WannaCry
game_96.exe,3,25,1,8,2,21,26,10,35,4,22,20,19,3,20,26,15,32,3,21,5,5,26,0,16,7,25,35,42,22,7,32,37,7,27,45,28,10,50,50,5,13,35,38,45,23,0,Game
wannacry_2.exe,96,54,81,50,46,31,56,11,27,103,13,30,53,38,282,52,58,24,76,292,19,69,60,83,74,48,18,9,29,7,5,15,6,15,25,22,26,9,26,24,3,13,30,19,30,24,1,WannaCry
office_44.exe,29,29,16,6,14,30,34,23,28,3,36,38,38,2,27,31,16,18,26,18,38,11,13,13,0,14,18,30,26,9,23,28,39,28,7,32,22,24,39,20,40,23,11,30,50,26,0,Office
cerber_100.exe,86,58,91,51,62,15,15,35,102,233,75,55,92,88,73,24,77,57,15,414,11,61,96,97,100,64,28,6,5,4,10,10,29,6,7,17,6,22,22,19,19,16,26,6,1,7,1,Cerber
system_4.exe,8,10,37,28,11,12,18,35,14,4,36,17,4,6,25,0,23,37,0,63,28,1,21,0,40,29,38,35,18,31,44,12,34,21,24,21,11,30,5,17,25,18,39,49,26,39,0,System
office_36.exe,12,17,40,5,39,24,13,36,30,3,30,24,20,39,38,36,22,27,22,27,39,12,22,37,15,34,43,22,47,27,44,9,26,44,37,50,31,25,28,31,26,31,14,37,7,39,0,Office
cerber_94.exe,18,87,38,54,51,35,62,53,154,207,56,20,26,35,100,81,66,95,62,217,73,22,37,60,19,51,16,8,28,11,1,28,21,2,16,17,17,17,24,30,10,16,25,27,14,14,1,Cerber
system_94.exe,26,21,8,12,33,30,8,34,18,0,13,15,10,16,14,4,0,35,0,56,39,6,10,34,15,21,31,49,15,25,29,31,6,39,45,17,7,17,37,11,5,38,80,24,39,38,0,System
teslacrypt_106.exe,55,31,28,53,31,165,11,37,98,144,100,47,75,104,348,42,59,45,74,49,51,25,91,71,86,28,19,29,5,8,29,12,5,17,11,23,8,6,3,26,25,16,29,22,28,28,1,TeslaCrypt
office_75.exe,10,6,36,10,5,13,34,28,34,1,29,22,19,33,40,18,33,30,40,68,15,32,38,9,16,40,18,14,7,8,39,31,36,14,18,14,32,9,49,26,17,48,26,19,19,44,0,Office
wannacry_33.exe,35,82,61,62,14,35,65,99,22,299,63,83,50,16,306,94,62,23,25,397,63,55,71,52,17,99,15,13,16,11,15,29,6,26,8,8,26,6,15,27,24,21,7,27,8,21,1,WannaCry
wannacry_31.exe,79,86,47,87,39,72,60,48,51,235,74,42,18,90,238,28,23,56,42,291,10,70,28,42,42,26,25,29,14,20,8,27,11,29,21,14,28,27,8,27,12,18,21,13,30,13,1,WannaCry
locky_106.exe,164,36,96,98,30,28,80,323,27,132,96,244,54,67,87,48,51,42,79,85,59,48,48,50,81,73,5,26,21,17,19,10,19,21,13,5,15,16,2,22,26,27,12,4,5,9,1,Locky
system_63.exe,40,5,37,7,25,23,18,31,2,4,39,26,0,39,29,29,9,19,18,31,19,35,0,35,24,7,32,25,35,45,17,22,23,50,10,18,9,14,11,14,15,21,73,21,42,22,0,System
locky_67.exe,138,94,64,56,10,18,96,244,72,108,32,206,66,71,70,69,81,99,84,25,87,74,10,63,61,65,17,29,11,20,21,6,14,4,16,27,1,15,17,30,20,5,11,3,14,16,1,Locky
cerber_83.exe,93,59,87,84,29,47,55,67,111,262,98,81,94,44,78,75,68,65,71,344,79,39,61,40,79,39,24,6,6,15,14,19,3,8,11,21,22,13,16,27,26,27,11,2,3,9,1,Cerber
wannacry_3.exe,69,65,83,106,58,16,84,10,94,288,26,96,68,94,173,68,58,12,55,434,26,96,28,92,84,74,1,24,24,27,2,22,11,14,21,21,27,14,25,6,6,16,21,14,17,20,1,WannaCry
locky_79.exe,75,78,43,92,62,40,10,146,43,101,28,277,51,26,79,77,76,48,42,77,13,49,88,18,74,61,6,6,8,1,20,13,16,28,6,17,30,30,3,5,23,23,1,14,25,12,1,Locky
office_14.exe,1,3,36,0,26,4,11,18,29,0,32,15,1,38,18,32,2,33,36,41,37,26,13,4,22,5,13,31,18,25,8,11,28,27,24,12,21,31,7,40,15,25,55,12,37,15,0,Office
utility_99.exe,18,10,15,26,15,13,0,14,23,1,17,22,1,17,19,32,13,31,7,10,7,27,33,28,8,2,23,45,25,19,14,39,46,48,16,16,18,8,41,34,14,21,27,36,50,13,0,Utility
cerber_56.exe,16,54,38,38,64,52,69,86,142,155,13,100,54,33,70,57,27,70,37,398,47,94,53,20,88,24,28,28,27,17,4,7,8,4,25,23,26,5,7,9,27,21,8,14,30,10,1,Cerber
wannacry_109.exe,70,25,31,134,55,12,85,90,29,232,66,56,33,14,275,18,60,28,24,570,77,94,69,23,17,98,2,18,1,25,9,17,5,1,21,29,7,11,11,30,9,3,29,6,4,8,1,WannaCry
teslacrypt_55.exe,92,10,87,39,88,181,42,82,90,254,29,44,44,196,170,18,34,74,28,13,80,27,86,38,58,30,22,15,27,1,14,28,30,12,29,30,11,27,22,6,11,29,26,18,9,2,1,TeslaCrypt
wannacry_77.exe,92,73,55,120,55,60,20,12,72,248,69,46,41,46,162,54,22,13,59,455,37,100,59,49,51,27,10,7,1,16,13,3,8,25,8,30,5,27,6,23,14,29,6,18,5,3,1,WannaCry
